,minutes,min_per_fga,min_per_fg3a,min_per_fta,min_per_orb,min_per_drb,min_per_ast,min_per_stl,min_per_blk,min_per_tov,min_per_pf
16788,16.616666666666667,4.154166666666667,12.629976851851852,16.616666666666667,5.538888888888889,3.3233333333333333,10.06358024691358,14.110964912280702,5.538888888888889,8.308333333333334,16.616666666666667
16790,35.3,2.353333333333333,5.042857142857143,2.353333333333333,27.67210648148149,5.883333333333333,3.209090909090909,28.600245098039217,35.3,17.65,12.098960727969347
16791,34.25,2.8541666666666665,4.892857142857143,17.125,11.416666666666666,6.85,17.125,24.98710317460317,29.63571428571429,34.25,34.25
16792,33.28333333333333,2.56025641025641,8.320833333333333,11.094444444444443,19.290555555555553,16.641666666666666,11.094444444444443,16.641666666666666,33.28333333333333,5.547222222222222,11.094444444444443
16793,31.85,2.1233333333333335,3.98125,15.925,15.925,31.85,16.360211111111113,24.5707621082621,31.85,14.89630808080808,7.9625
16794,19.883333333333333,2.2092592592592593,27.459999999999997,9.941666666666666,6.627777777777777,3.9766666666666666,18.94336956521739,23.97471264367816,9.941666666666666,16.472257834757837,19.883333333333333
16795,28.266666666666666,2.8266666666666667,4.038095238095238,15.450104166666668,25.733695652173918,7.066666666666666,9.422222222222222,24.609444444444446,27.754710144927532,22.03138888888889,9.422222222222222
16796,28.116666666666667,4.016666666666667,9.977976210845455,14.058333333333334,7.029166666666667,1.8744444444444446,13.159716183574881,19.534895833333334,14.058333333333334,15.488353658536584,14.058333333333334
16797,15.3,15.3,15.3,11.590404040404039,20.72222222222222,15.3,15.3,15.3,19.368333333333332,15.341154970760236,15.3
16798,13.75,2.75,4.583333333333333,2.2916666666666665,6.875,12.360456989247313,16.40122549019608,6.875,22.430555555555554,13.75,9.28828125
16799,37.766666666666666,2.517777777777778,18.883333333333333,37.766666666666666,37.766666666666666,4.196296296296296,3.433333333333333,37.766666666666666,30.751736111111104,16.0069917850181,18.883333333333333
16800,31.616666666666667,2.8742424242424245,10.53888888888889,10.526871425899206,23.968269230769234,7.904166666666667,10.53888888888889,26.762847222222224,34.349999999999994,31.616666666666667,10.53888888888889
